last_name,first_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,city/county,state/country,school name,school city/county,school state/country,public school
Scott,Thomas,,M,rep,PA,-1.0,,,,,,,,,,,,S000186,,,,,,409691,,,,8312.0,Thomas Scott (politician),,,,,,0
Strong,Caleb,1745-01-09,M,sen,MA,,2.0,Federalist,,,,,,,,,,S001009,,,,,,410466,,,,9028.0,Caleb Strong,Northampton,Mass,,,,0
Talbot,Silas,1751-01-11,M,rep,NY,10.0,,,,,,,,,,,,T000019,,,,,,410609,,,,9161.0,Silas Talbot,Dighton,Mass,,,,0
Tredwell,Thomas,1743-02-06,M,rep,NY,2.0,,,,,,,,,,,,T000361,,,,,,410931,,,,9463.0,Thomas Tredwell,Smithtown,N.Y,,,,0
Van Gaasbeck,Peter,1754-09-27,M,rep,NY,4.0,,,,,,,,,,,,V000039,,,,,,411084,,,,9615.0,Peter Van Gaasbeck,Ulster County,N.Y,,State,State,0
Vining,John,1758-12-23,M,sen,DE,,2.0,Federalist,,,,,,,,,,V000104,,,,,,411159,,,,9676.0,John Vining,Dover,Del,,,,0
Wadsworth,Jeremiah,1743-07-12,M,rep,CT,-1.0,,,,,,,,,,,,W000013,,,,,,411192,,,,9706.0,Jeremiah Wadsworth,Hartford,Conn,,,,0
Walker,Francis,1764-06-22,M,rep,VA,14.0,,,,,,,,,,,,W000051,,,,,,411230,,,,9739.0,Francis Walker (Virginia),Castle Hill,Va,,,,0
Ward,Artemas,1727-11-26,M,rep,MA,2.0,,,,,,,,,,,,W000127,,,,,,411302,,,,9808.0,Artemas Ward,Shrewsbury,Mass,,,,0
Watts,John,1749-08-27,M,rep,NY,1.0,,,,,,,,,,,,W000211,,,,,,411380,,,,9881.0,John Watts (New York politician),New York City,,,,,0
Williams,Benjamin,1751-01-01,M,rep,NC,10.0,,,,,,,,,,,,W000491,,,,,,411648,,,,10136.0,Benjamin Williams,Smithfield,N.C,,,,0
Wingate,Paine,1739-05-14,M,rep,NH,-1.0,,,,,,,,,,,,W000633,,,,,,411787,,,,10272.0,Paine Wingate,Amesbury,Mass,,,,0
Tazewell,Henry,1753-11-27,M,sen,VA,,2.0,Republican,,,,,,,,,,T000107,,,,,,410689,,,,9238.0,Henry Tazewell,Brunswick County,Va,,,,0
Walton,George,,M,sen,GA,,2.0,Federalist,,,,,,,,,,W000114,,,,,,412123,,,,9796.0,George Walton,,,,,,0
Ames,Fisher,1758-04-09,M,rep,MA,8.0,,Federalist,,,,,,,,,,A000174,,,,,,400829,,,,154.0,Fisher Ames,Dedham,Mass,,,,0
Bingham,William,1752-03-08,M,sen,PA,,3.0,Federalist,,,,,,,,,,B000474,,,,,,401455,,,,719.0,William Bingham,Philadelphia,Pa,,,,0
Bloodworth,Timothy,,M,sen,NC,,3.0,Republican,,,,,,,,,,B000563,,,,,,401537,,,,800.0,Timothy Bloodworth,,,,,,0
Bourne,Benjamin,1755-09-09,M,rep,RI,-1.0,,Federalist,,,,,,,,,,B000669,,,,,,401631,,,,884.0,Benjamin Bourne,Bristol,R.I,,,,0
Buck,Daniel,1753-11-09,M,rep,VT,2.0,,Federalist,,,,,,,,,,B001014,,,,,,401964,,,,1195.0,Daniel Buck,Hebron,Conn,,,,0
Coles,Isaac,1747-03-02,M,rep,VA,6.0,,Republican,,,,,,,,,,C000624,,,,,,402753,,,,1936.0,Isaac Coles,Richmond,Va,,,,0
Crabb,Jeremiah,,M,rep,MD,3.0,,Federalist,,,,,,,,,,C000848,,,,,,402964,,,,2125.0,Jeremiah Crabb,,,,,,0
Dearborn,Henry,1751-02-23,M,rep,MA,12.0,,Republican,,,,,,,,,,D000178,,,,,,403340,,,,2451.0,Henry Dearborn,North Hampton,N.H,,,,1
Duvall,Gabriel,1752-12-06,M,rep,MD,2.0,,Republican,,,,,,,,,,D000578,,,,,,403681,,,,2796.0,Gabriel Duvall,Prince Georges County,Md,,,,0
Earle,Samuel,1760-11-28,M,rep,SC,6.0,,Republican,,,,,,,,,,E000010,,,,,,403706,,,,2816.0,Samuel Earle,Frederick County,Va,,,,0
Gilbert,Ezekiel,1756-03-25,M,rep,NY,6.0,,Federalist,,,,,,,,,,G000173,,,,,,404539,,,,3573.0,Ezekiel Gilbert,Middletown,Conn,,,,0
Greenup,Christopher,,M,rep,KY,1.0,,Republican,,,,,,,,,,G000434,,,,,,404782,,,,3798.0,Christopher Greenup,,,,,,0
Gunn,James,1753-03-13,M,sen,GA,,3.0,Federalist,,,,,,,,,,G000526,,,,,,404870,,,,3877.0,James Gunn (senator),Virginia,Virginia,,,,0
Hancock,George,1754-06-13,M,rep,VA,5.0,,Federalist,,,,,,,,,,H000148,,,,,,405030,,,,4026.0,George Hancock (Virginia),Chesterfield County,Va,,,,0
Hathorn,John,1749-01-09,M,rep,NY,4.0,,Republican,,,,,,,,,,H000348,,,,,,405217,,,,4193.0,John Hathorn,Wilmington,Del,,,,0
Heath,John,1758-05-08,M,rep,VA,19.0,,Republican,,,,,,,,,,H000431,,,,,,405297,,,,4269.0,John Heath (politician),Wicomico Parish,Va,,,,0
Henderson,Thomas,1743-08-15,M,rep,NJ,-1.0,,Federalist,,,,,,,,,,H000488,,,,,,405351,,,,4315.0,Thomas Henderson (New Jersey),Freehold,N.J,,,,0
Henry,John,,M,sen,MD,,3.0,Federalist,,,,,,,,,,H000508,,,,,,405370,,,,4333.0,John Henry (Maryland politician),,,,,,0
Langdon,John,1741-06-26,M,sen,NH,,3.0,Republican,,,,,,,,,,L000067,,,,,,406576,,,,5449.0,John Langdon (politician),Portsmouth,N.H,,,,0
Leonard,George,1729-07-04,M,rep,MA,7.0,,Federalist,,,,,,,,,,L000246,,,,,,406749,,,,5611.0,George Leonard (Congressman),Norton,Mass,,,,0
Lyman,William,1755-12-07,M,rep,MA,2.0,,Republican,,,,,,,,,,L000530,,,,,,407014,,,,5852.0,William Lyman (congressman),Northampton,Mass,,,,0
Marshall,Humphrey,,M,sen,KY,,3.0,Federalist,,,,,,,,,,M000155,,,,,,407176,,,,6000.0,Humphrey Marshall (politician),,,,,,0
Muhlenberg,Frederick,1750-01-01,M,rep,PA,2.0,,Republican,,,,,,,,,,M001063,,,,,,408029,,,,6781.0,Frederick Muhlenberg,Trappe,Pa,,,,0
Murray,William,1760-02-09,M,rep,MD,8.0,,Federalist,,,,,,,,,,M001119,,,,,,408082,,,,6830.0,William Vans Murray,Cambridge,Md,,,,0
Orr,Alexander,1761-11-06,M,rep,KY,2.0,,Republican,,,,,,,,,,O000101,,,,,,408358,,,,7084.0,Alexander D. Orr,Alexandria,Va,,,,0
Page,John,1743-04-17,M,rep,VA,12.0,,Republican,,,,,,,,,,P000018,,,,,,408429,,,,7156.0,John Page (Virginia politician),Rosewell,Va,,,,0
Paine,Elijah,1757-01-21,M,sen,VT,,3.0,Federalist,,,,,,,,,,P000026,,,,,,408437,,,,7164.0,Elijah Paine,Brooklyn,Conn,,,,1
Patten,John,1746-04-26,M,rep,DE,0.0,,Republican,,,,,,,,,,P000108,,,,,,408516,,,,7235.0,John Patten (American politician),Kent County,Del,,,,0
Preston,Francis,1765-08-02,M,rep,VA,4.0,,Republican,,,,,,,,,,P000514,,,,,,408899,,,,7603.0,Francis Preston,Greenfield,Va,,,,0
Read,Jacob,,M,sen,SC,,3.0,Federalist,,,,,,,,,,R000092,,,,,,409072,,,,7763.0,Jacob Read,,,,,,0
Richards,John,1753-04-18,M,rep,PA,4.0,,Republican,,,,,,,,,,R000215,,,,,,409191,,,,7870.0,John Richards (Pennsylvania),New Hanover,Pa,,,,0
Rutherford,Robert,1728-10-20,M,rep,VA,1.0,,Republican,,,,,,,,,,R000548,,,,,,409504,,,,8148.0,Robert Rutherford (congressman),Scotland,Scotland,,,,0
Sherburne,John,,M,rep,NH,-1.0,,Republican,,,,,,,,,,S000339,,,,,,409836,,,,8448.0,John Samuel Sherburne,,,,,,0
Smith,Isaac,,M,rep,NJ,-1.0,,Federalist,,,,,,,,,,S000555,,,,,,410037,,,,8637.0,Isaac Smith (New Jersey),,,,,,0
Sprigg,Thomas,,M,rep,MD,4.0,,Republican,,,,,,,,,,S000753,,,,,,410220,,,,8811.0,Thomas Sprigg,,,,,,0
Strudwick,William,,M,rep,NC,4.0,,Federalist,,,,,,,,,,S001029,,,,,,412181,,,,9048.0,William Francis Strudwick,,,,,,0
Swift,Zephaniah,1759-02-27,M,rep,CT,-1.0,,Federalist,,,,,,,,,,S001119,,,,,,410571,,,,9127.0,Zephaniah Swift,Wareham,Mass,,,,0
Tatom,Absalom,,M,rep,NC,4.0,,Republican,,,,,,,,,,T000050,,,,,,410638,,,,9187.0,Absalom Tatom,,,,,,0
Trumbull,Jonathan,1740-03-26,M,sen,CT,,3.0,Federalist,,,,,,,,,,T000389,,,,,,410958,,,,9489.0,Jonathan Trumbull Jr.,Lebanon,Conn,,,,0
White,James,1749-06-16,M,rep,TN,-1.0,,,,,,,,,,,,W000377,,,,,,411538,,,,,James White (North Carolina politician),Philadelphia,Pa,,,,0
Blount,William,1749-03-26,M,sen,TN,,2.0,Republican,,,,,,,,,,B000570,,,,,,401543,,,,806.0,William Blount,Windsor,N.C,,,,0
Goodhue,Benjamin,1748-09-20,M,sen,MA,,1.0,Federalist,,,,,,,,,,G000286,,,,,,404647,,,,3674.0,Benjamin Goodhue,Salem,Mass,,,,0
Howard,John,1752-06-04,M,sen,MD,,1.0,Federalist,,,,,,,,,,H000841,,,,,,405688,,,,4628.0,John Eager Howard,Belvedere,Md,,,,0
Hunter,John,,M,sen,SC,,2.0,Republican,,,,,,,,,,H000982,,,,,,412128,,,,4753.0,John Hunter (South Carolina politician),,,,,,0
Laurance,John,,M,sen,NY,,3.0,Federalist,,,,,,,,,,L000120,,,,,,406626,,,,5498.0,John Laurance,,,,,,0
Tattnall,Josiah,,M,sen,GA,,2.0,Republican,,,,,,,,,,T000052,,,,,,410640,,,,9189.0,Josiah Tattnall (Senator),,,,,,0
Allen,John,1763-06-12,M,rep,CT,-1.0,,Federalist,,,,,,,,,,A000129,,,,,,400785,,,,112.0,John Allen (Connecticut),Great Barrington,Mass,,,,0
Benton,Lemuel,,M,rep,SC,3.0,,Republican,,,,,,,,,,B000396,,,,,,401387,,,,656.0,Lemuel Benton,,,,,,0
Bradbury,Theophilus,1739-11-13,M,rep,MA,11.0,,Federalist,,,,,,,,,,B000735,,,,,,401695,,,,947.0,Theophilus Bradbury,Newbury,Mass,,,,0
Brooks,David,,M,rep,NY,5.0,,Federalist,,,,,,,,,,B000875,,,,,,401832,,,,1072.0,David Brooks (politician),,,,,,1
Bryan,Nathan,,M,rep,NC,10.0,,Republican,,,,,,,,,,B000991,,,,,,401943,,,,1176.0,Nathan Bryan (North Carolina politician),,,,,,0
Bullock,Stephen,1735-10-10,M,rep,MA,7.0,,Federalist,,,,,,,,,,B001053,,,,,,402001,,,,1232.0,Stephen Bullock,Rehoboth,Mass,,,,0
Burges,Dempsey,,M,rep,NC,8.0,,Republican,,,,,,,,,,B001081,,,,,,402027,,,,1255.0,Dempsey Burges,,,,,,0
Chapman,John,1740-10-18,M,rep,PA,4.0,,Federalist,,,,,,,,,,C000313,,,,,,402455,,,,1655.0,John Chapman (congressman),Wrightstown Township,Pa,,,,0
Chipman,Nathaniel,1752-11-15,M,sen,VT,,1.0,Federalist,,,,,,,,,,C000369,,,,,,402508,,,,1706.0,Nathaniel Chipman,Salisbury,Conn,,,,0
Cochran,James,1769-02-11,M,rep,NY,10.0,,Federalist,,,,,,,,,,C000563,,,,,,402694,,,,1881.0,James Cochran (New York politician),Albany,N.Y,,,,0
Coit,Joshua,1758-10-07,M,rep,CT,-1.0,,Federalist,,,,,,,,,,C000600,,,,,,402729,,,,1914.0,Joshua Coit,New London,Conn,,,,0
Davenport,James,1758-10-12,M,rep,CT,-1.0,,Federalist,,,,,,,,,,D000073,,,,,,403211,,,,2355.0,James Davenport (Connecticut congressman),Stamford,Conn,,,,0
Ege,George,1748-03-09,M,rep,PA,5.0,,Federalist,,,,,,,,,,E000089,,,,,,403782,,,,2881.0,George Ege,Womelsdorf,Pa,,,,0
Foster,Theodore,1752-04-29,M,sen,RI,,1.0,Republican,,,,,,,,,,F000313,,,,,,404262,,,,3315.0,Theodore Foster,Brookfield,Mass,,,,0
Freeman,Nathaniel,1766-05-01,M,rep,MA,5.0,,Republican,,,,,,,,,,F000365,,,,,,404311,,,,3358.0,Nathaniel Freeman Jr.,Sandwich,Mass,,,,0
