last_name,first_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,city/county,state/country,school name,school city/county,school state/country,public school
Menéndez,Robert,1/1/1954,M,sen,NJ,,1.0,Democrat,https://www.menendez.senate.gov,528 Hart Senate Office Building Washington DC 20510,202-224-4744,https://www.menendez.senate.gov/contact,http://www.menendez.senate.gov/rss/feeds/index.cfm?type=news,SenatorMenendez,senatormenendez,SenatorMenendezNJ,UC0PV0K9Z5a9p3D5917KF5fw,M000639,791.0,N00000699,S306,"H2NJ13075,S6NJ00289",29608.0,400272,26961.0,Bob Menendez,,29373.0,Bob Menendez,New York,N.Y,Union Hill High School,Union City,N.J.,0
Nelson,Bill,9/29/1942,M,sen,FL,,1.0,Democrat,https://www.billnelson.senate.gov,716 Hart Senate Office Building Washington DC 20510,202-224-5274,https://www.billnelson.senate.gov/contact-bill,,SenBillNelson,,senbillnelson,UC1Iir7_h98mI9-hHzrDJWpw,N000032,859.0,N00009926,S282,S8FL00166,1931.0,300078,1606.0,Bill Nelson (Florida),,14651.0,Bill Nelson,Miami,Fla,Melbourne High School,,,1
Sanders,Bernard,9/8/1941,M,sen,VT,,1.0,Independent,https://www.sanders.senate.gov,332 Dirksen Senate Office Building Washington DC 20510,202-224-5141,http://www.sanders.senate.gov/contact/,http://www.sanders.senate.gov/rss/,SenSanders,senatorsanders,senatorsanders,UCD_DaKNac0Ta-2PeHuoQ1uA,S000033,1010.0,N00000528,S313,"H8VT01016,S4VT00033",994.0,400357,27110.0,Bernie Sanders,,29147.0,Bernie Sanders,Brooklyn,N.Y,Madison High School,Brooklyn,N.Y.,0
Stabenow,Debbie,4/29/1950,F,sen,MI,,1.0,Democrat,https://www.stabenow.senate.gov,731 Hart Senate Office Building Washington DC 20510,202-224-4822,https://www.stabenow.senate.gov/contact,http://stabenow.senate.gov/rss/?p=news,SenStabenow,SenatorStabenow,senatorstabenow,UCFoDKCvxSwCUfDv-4Eg4K5A,S000770,1531.0,N00004118,S284,"S8MI00281,H6MI08163",45451.0,300093,515.0,Debbie Stabenow,,29732.0,Debbie Stabenow,Gladwin,Mich,Clare High School,,,0
Tester,Jon,8/21/1956,M,sen,MT,,1.0,Democrat,https://www.tester.senate.gov,311 Hart Senate Office Building Washington DC 20510,202-224-2644,https://www.tester.senate.gov/?p=email_senator,http://www.tester.senate.gov/rss/?p=hot_topic,SenatorTester,senatortester,senatorjontester,UCgXAF-CON1coZFMxQkfj0fg,T000464,1829.0,N00027605,S314,S6MT00162,1020176.0,412244,20928.0,Jon Tester,,40702.0,Jon Tester,Havre,Mont,,,,0
Whitehouse,Sheldon,10/20/1955,M,sen,RI,,1.0,Democrat,https://www.whitehouse.senate.gov,530 Hart Senate Office Building Washington DC 20510,202-224-2921,https://www.whitehouse.senate.gov/contact/email-sheldon,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,SenWhitehouse,SenatorWhitehouse,SenatorWhitehouse,UCnG0N70SNBkNqvIMLodPTIA,W000802,1823.0,N00027533,S316,S6RI00221,92235.0,412247,2572.0,Sheldon Whitehouse,,40704.0,Sheldon Whitehouse,Manhattan,N.Y,,,,0
Barrasso,John,7/21/1952,M,sen,WY,,1.0,Republican,https://www.barrasso.senate.gov,307 Dirksen Senate Office Building Washington DC 20510,202-224-6441,https://www.barrasso.senate.gov/public/index.cfm/contact-form,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=Rss.Feed,SenJohnBarrasso,johnbarrasso,barrassowyo,UC80PfiCAB2Fe1MFayWlR6GQ,B001261,1881.0,N00006236,S317,S6WY00068,1024777.0,412251,52662.0,John Barrasso,,40707.0,John Barrasso,,,,,,0
Wicker,Roger,7/5/1951,M,sen,MS,,1.0,Republican,https://www.wicker.senate.gov,555 Dirksen Senate Office Building Washington DC 20510,202-224-6253,https://www.wicker.senate.gov/public/index.cfm/contact,,SenatorWicker,SenatorWicker,SenatorWicker,UCIlKHiTjSkcQP_knBcXHWSg,W000437,1226.0,N00003280,S318,"H4MS01078,S8MS00196",18203.0,400432,21926.0,Roger Wicker,,29534.0,Roger Wicker,Pontotoc,Miss,Pontotoc High School,Pontotoc,Miss.,0
Alexander,Lamar,7/3/1940,M,sen,TN,,2.0,Republican,https://www.alexander.senate.gov/public,455 Dirksen Senate Office Building Washington DC 20510,202-224-4944,http://www.alexander.senate.gov/public/index.cfm?p=Email,http://www.alexander.senate.gov/public/?a=rss.feed,SenAlexander,senatorlamaralexander,lamaralexander,UChDLBjn5RWqgMmCSswT05IQ,A000360,1695.0,N00009888,S289,"S2TN00058,P60003225",5.0,300002,15691.0,Lamar Alexander,,40304.0,Lamar Alexander,Maryville,Tennessee,,,,0
Collins,Susan,12/7/1952,F,sen,ME,,2.0,Republican,https://www.collins.senate.gov,413 Dirksen Senate Office Building Washington DC 20510,202-224-2523,http://www.collins.senate.gov/contact,http://www.collins.senate.gov/public/?a=rss.feed,SenatorCollins,susancollins,SenatorSusanCollins,UC6GYaBx5kT2r4PN8KENxC-w,C001035,1541.0,N00000491,S252,S6ME00159,45738.0,300025,379.0,Susan Collins,,49703.0,Susan Collins,Caribou,Maine,,,,0
Cornyn,John,2/2/1952,M,sen,TX,,2.0,Republican,https://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,202-224-2934,https://www.cornyn.senate.gov/contact,http://www.cornyn.senate.gov/public/?a=rss.feed,JohnCornyn,sen.johncornyn,senjohncornyn,UCyQwLQavlOaJ64YuY_VMtiQ,C001056,1692.0,N00024852,S287,S2TX00106,93131.0,300027,15375.0,John Cornyn,,40305.0,John Cornyn,Houston,Texas,,,,0
Durbin,Richard,11/21/1944,M,sen,IL,,2.0,Democrat,https://www.durbin.senate.gov,711 Hart Senate Office Building Washington DC 20510,202-224-2152,https://www.durbin.senate.gov/contact/,http://durbin.senate.gov/public/index.cfm/rss/feed,SenatorDurbin,SenatorDurbin,SenatorDurbin,UCkbixlNCxcKAffEhe3X5-lw,D000563,326.0,N00004981,S253,"S6IL00151,H2IL20026",6741.0,300038,26847.0,Dick Durbin,,15021.0,Dick Durbin,East St Louis,Ill,Assumption High School,East St. Louis,East St. Louis,0
Enzi,Michael,2/1/1944,M,sen,WY,,2.0,Republican,https://www.enzi.senate.gov,379A Russell Senate Office Building Washington DC 20510,202-224-3424,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,http://www.enzi.senate.gov/public/index.cfm/rss/feed,SenatorEnzi,mikeenzi,senatorenzi,UCipEXEDAKVPj_B0cQjaikEA,E000285,1542.0,N00006249,S254,S6WY00126,45824.0,300041,558.0,Mike Enzi,,49706.0,Mike Enzi,Bremerton,Wash,Sheridan High School,,,1
Graham,Lindsey,7/9/1955,M,sen,SC,,2.0,Republican,https://www.lgraham.senate.gov/public,290 Russell Senate Office Building Washington DC 20510,202-224-5972,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Rss.Feed,GrahamBlog,USSenatorLindseyGraham,USSenLindseyGraham,UClLGZMA5Ei2Z8fR1PLEx6yQ,G000359,452.0,N00009975,S293,"S0SC00149,H4SC03087",36782.0,300047,21992.0,Lindsey Graham,,29566.0,Lindsey Graham,Central,S.C,Daniel High School,Central,S.C.,0
Inhofe,James,11/17/1934,M,sen,OK,,2.0,Republican,https://www.inhofe.senate.gov,205 Russell Senate Office Building Washington DC 20510,202-224-4721,https://www.inhofe.senate.gov/contact,http://www.inhofe.senate.gov/rss/feeds/?type=all&amp;cachebuster=eea6c4d7%2d939c%2d5c1e%2db6c7aa3b8b291208,InhofePress,jiminhofe,jiminhofepressoffice,UCk3W3ilX8vGG-300qzNpG7w,I000024,583.0,N00005582,S236,"S4OK00083,H6OK01102",5619.0,300055,27027.0,Jim Inhofe,,15424.0,Jim Inhofe,Des Moines,Iowa,,Tulsa,Okla.,1
McConnell,Mitch,2/20/1942,M,sen,KY,,2.0,Republican,https://www.mcconnell.senate.gov,317 Russell Senate Office Building Washington DC 20510,202-224-2541,http://www.mcconnell.senate.gov/public/index.cfm?p=contact,http://www.mcconnell.senate.gov/public/?a=rss.feed,McConnellPress,mitchmcconnell,,,M000355,1395.0,N00003389,S174,S2KY00012,2351.0,300072,53298.0,Mitch McConnell,,14921.0,Mitch McConnell,Tuscumbia,Ala,,Louisville,Ky.,1
Merkley,Jeff,10/24/1956,M,sen,OR,,2.0,Democrat,https://www.merkley.senate.gov,313 Hart Senate Office Building Washington DC 20510,202-224-3753,http://www.merkley.senate.gov/contact/,http://www.merkley.senate.gov/rss/,SenJeffMerkley,jeffmerkley,SenatorJeffMerkley,UCRoXttCJhMnLVCxCaa6VnNQ,M001176,1900.0,N00029303,S322,S8OR00207,1029842.0,412325,23644.0,Jeff Merkley,,40908.0,Jeff Merkley,Myrtle Creek,Ore,,,,0
Reed,John,11/12/1949,M,sen,RI,,2.0,Democrat,https://www.reed.senate.gov,728 Hart Senate Office Building Washington DC 20510,202-224-4642,https://www.reed.senate.gov/contact/,https://www.reed.senate.gov//rss/feeds/?type=all,SenJackReed,SenJackReed,SenatorReed,UCT_aFVtsjxPwWKfO-PW_hPw,R000122,949.0,N00000362,S259,"S6RI00163,H0RI02071",24239.0,300081,27060.0,Jack Reed,,29142.0,Jack Reed (Rhode Island politician),Providence,R.I,,,,0
Risch,James,5/3/1943,M,sen,ID,,2.0,Republican,https://www.risch.senate.gov,483 Russell Senate Office Building Washington DC 20510,202-224-2752,http://www.risch.senate.gov/public/index.cfm?p=Email,,SenatorRisch,,SenatorJamesRisch,UCncKW8xyT5UbPNO27YuQnBA,R000584,1896.0,N00029441,S323,S8ID00092,1020034.0,412322,2919.0,Jim Risch,,40902.0,Jim Risch,Milwaukee,Wis,,,,0
Roberts,Pat,4/20/1936,M,sen,KS,,2.0,Republican,https://www.roberts.senate.gov,109 Hart Senate Office Building Washington DC 20510,202-224-4774,https://www.roberts.senate.gov/public/?p=EmailPat,http://www.roberts.senate.gov/public/?a=rss.feed,SenPatRoberts,SenPatRoberts,SenPatRoberts,UCRpswvC8LgxzE9AYSFpqUgw,R000307,968.0,N00005285,S260,"S6KS00080,H0KS01016",16354.0,300083,26866.0,Pat Roberts,,14852.0,Pat Roberts,Topeka,Kans,,,,1
Shaheen,Jeanne,1/28/1947,F,sen,NH,,2.0,Democrat,https://www.shaheen.senate.gov,506 Hart Senate Office Building Washington DC 20510,202-224-2841,https://www.shaheen.senate.gov/contact/contact-jeanne,http://www.shaheen.senate.gov/rss/,SenatorShaheen,SenatorShaheen,senatorshaheen,UCjLZAZMbDrybHyttdEC9LFA,S001181,1901.0,N00024790,S324,S0NH00219,22850.0,412323,1663.0,Jeanne Shaheen,,40906.0,Jeanne Shaheen,St Charles,Mo,,,,0
Udall,Tom,5/18/1948,M,sen,NM,,2.0,Democrat,https://www.tomudall.senate.gov,531 Hart Senate Office Building Washington DC 20510,202-224-6621,https://www.tomudall.senate.gov/?p=contact,http://tomudall.senate.gov/rss/?p=blog,SenatorTomUdall,senatortomudall,senatortomudall,UCADpIVS6bxOcr-uWnJCC9pQ,U000039,1567.0,N00006561,S326,"H8NM03097,S8NM00184",10075.0,400413,22658.0,Tom Udall,,29924.0,Tom Udall,Tucson,Ariz,,,,0
Warner,Mark,12/15/1954,M,sen,VA,,2.0,Democrat,https://www.warner.senate.gov,703 Hart Senate Office Building Washington DC 20510,202-224-2023,http://www.warner.senate.gov/public/index.cfm?p=Contact,http://www.warner.senate.gov/public/?a=rss.feed,MarkWarner,MarkRWarner,SenatorMarkWarner,UCwyivNlEGf4sGd1oDLfY5jw,W000805,1897.0,N00002097,S327,"S6VA00093,P80003023",7630.0,412321,535.0,Mark Warner,,40909.0,Mark Warner,Indianapolis,Ind,,,,0
Gillibrand,Kirsten,12/9/1966,F,sen,NY,,1.0,Democrat,https://www.gillibrand.senate.gov,478 Russell Senate Office Building Washington DC 20510,202-224-4451,https://www.gillibrand.senate.gov/contact/email-me,http://www.gillibrand.senate.gov/rss/,SenGillibrand,SenKirstenGillibrand,KirstenEGillibrand,UCVEloQogVsmnkd5vxJInmYg,G000555,1866.0,N00027658,S331,"H6NY20167,S0NY00410",1022862.0,412223,65147.0,Kirsten Gillibrand,,20735.0,Kirsten Gillibrand,Albany,N.Y,,,,0
Coons,Chris,9/9/1963,M,sen,DE,,2.0,Democrat,https://www.coons.senate.gov,127A Russell Senate Office Building Washington DC 20510,202-224-5042,https://www.coons.senate.gov/contact,http://www.coons.senate.gov/rss/feeds/?type=all,SenCoonsOffice,senatorchriscoons,senatorchriscoons,UC2lOVbsddn1HIkcDnmCw6tA,C001088,1984.0,N00031820,S337,S0DE00092,9269028.0,412390,122834.0,Chris Coons,,40916.0,Chris Coons,,,,,,0
Manchin,Joe,8/24/1947,M,sen,WV,,1.0,Democrat,https://www.manchin.senate.gov,306 Hart Senate Office Building Washington DC 20510,202-224-3954,http://www.manchin.senate.gov/public/index.cfm/contact-form,http://www.manchin.senate.gov/public/index.cfm/rss/feed,Sen_JoeManchin,JoeManchinIII,SenatorJoeManchin,UCGyPK_ye2ptpzQgOjKIn7ag,M001183,1983.0,N00032838,S338,S0WV00090,62864.0,412391,7547.0,Joe Manchin III,,40915.0,Joe Manchin,,,Farmington High School,Farmington,WV,0
Aderholt,Robert,7/22/1965,M,rep,AL,4.0,,Republican,https://aderholt.house.gov,235 Cannon House Office Building; Washington DC 20515-0104,202-225-4876,,http://aderholt.house.gov/common/rss//index.cfm?rss=20,Robert_Aderholt,RobertAderholt,RobertAderholt,UC71CAgpg1gbLTew_pfTneGA,A000055,1460.0,N00003028,,H6AL04098,45516.0,400004,441.0,Robert B. Aderholt,,29701.0,Robert Aderholt,Haleyville,Ala,,,,0
Amash,Justin,4/18/1980,M,rep,MI,3.0,,Republican,https://amash.house.gov,114 Cannon House Office Building; Washington DC 20515-2203,202-225-3831,,http://amash.house.gov/rss.xml,,repjustinamash,repjustinamash,UCeg6HhoCXrS8xpON9dxtZgA,A000367,2029.0,N00031938,,H0MI03126,1033767.0,412438,105566.0,Justin Amash,,21143.0,Justin Amash,Grand Rapids,Mich,Grand Rapids Christian High School,Grand Rapids,Mich.,0
Baldwin,Tammy,2/11/1962,F,sen,WI,,1.0,Democrat,https://www.baldwin.senate.gov,709 Hart Senate Office Building Washington DC 20510,202-224-5653,https://www.baldwin.senate.gov/feedback,http://www.baldwin.senate.gov/rss/feeds/?type=all,SenatorBaldwin,senatortammybaldwin,witammybaldwin,UC_XjYCRbbI2_TDDjJidwk0Q,B001230,1558.0,N00004367,S354,"H8WI00018,S2WI00219",57884.0,400013,3470.0,Tammy Baldwin,,29940.0,Tammy Baldwin,Madison,Wis,Madison West High School,Madison,Wis.,0
Barletta,Lou,1/28/1956,M,rep,PA,11.0,,Republican,https://barletta.house.gov,2049 Rayburn House Office Building; Washington DC 20515-3811,202-225-6511,,http://barletta.house.gov/common/rss//index.cfm?rss=25,RepLouBarletta,CongressmanLouBarletta,reploubarletta,UChViw1Iv0nY1b3Qq9Q0vDBQ,B001269,2054.0,N00025495,,H2PA11098,29618.0,412469,47143.0,Lou Barletta,,21171.0,Lou Barletta,Hazleton,Pa,Hazleton High School,Hazleton,Pa.,0
Barton,Joe,9/15/1949,M,rep,TX,6.0,,Republican,https://joebarton.house.gov,2107 Rayburn House Office Building; Washington DC 20515-4306,202-225-2002,,http://joebarton.house.gov/index.php?format=feed&amp;type=rss,RepJoeBarton,RepJoeBarton,repjoebarton,UC9zg5RmxfNdBfz4iZuzvWXg,B000213,62.0,N00005656,,"H4TX06117,S4TX00094",5248.0,400018,27082.0,,,15085.0,Joe Barton,Waco,Tex,Waco High School,Waco,Tex.,0
Bass,Karen,10/3/1953,F,rep,CA,37.0,,Democrat,https://bass.house.gov,2241 Rayburn House Office Building; Washington DC 20515-0537,202-225-7084,,http://bass.house.gov/rss.xml,RepKarenBass,RepKarenBass,RepKarenBass,UCQZg7oxkV3Yag2emYPLhT2g,B001270,1996.0,N00031877,,H0CA33117,62502.0,412404,28963.0,,,21110.0,Karen Bass,Los Angeles,California,Hamilton High School,Los Angeles,Calif.,0
Bennet,Michael,11/28/1964,M,sen,CO,,3.0,Democrat,https://www.bennet.senate.gov,261 Russell Senate Office Building Washington DC 20510,202-224-5852,https://www.bennet.senate.gov/?p=contact,http://www.bennet.senate.gov/rss/feeds/?type=news,SenBennetCo,senbennetco,SenatorBennet,UCXB3cljpMwTyCUyLr2ZVLow,B001267,1965.0,N00030608,S330,S0CO00211,1031622.0,412330,110942.0,Michael Bennet,,40910.0,Michael Bennet,New Delhi,India,,,,0
Bilirakis,Gus,2/8/1963,M,rep,FL,12.0,,Republican,https://bilirakis.house.gov,2112 Rayburn House Office Building; Washington DC 20515-0912,202-225-5755,,http://bilirakis.house.gov/index.php?format=feed&amp;type=rss,RepGusBilirakis,GusBilirakis,RepGusBilirakis,UC2z1uu1n4-60xXs5x1mvLJw,B001257,1838.0,N00027462,,H6FL09070,1022873.0,412250,17318.0,Gus M. Bilirakis,,20758.0,Gus Bilirakis,Gainesville,Fla,,,,0
Bishop,Rob,7/13/1951,M,rep,UT,1.0,,Republican,https://robbishop.house.gov,123 Cannon House Office Building; Washington DC 20515-4401,202-225-0453,,http://robbishop.house.gov/news/rss.aspx,RepRobBishop,RepRobBishop,CongressmanBishop,UCJC2BXNGQEUom7Tp7FKfxlQ,B001250,1753.0,N00025292,,H2UT01094,1003621.0,400029,50544.0,Rob Bishop,,20357.0,Rob Bishop,Kaysville,Utah,,,,0
Bishop,Sanford,2/4/1947,M,rep,GA,2.0,,Democrat,https://bishop.house.gov,2407 Rayburn House Office Building; Washington DC 20515-1002,202-225-3631,,http://bishop.house.gov/rss.xml,SanfordBishop,sanfordbishop,RepSanfordBishop,UCxF9veLBrkr_CqVq5eFYVGg,B000490,91.0,N00002674,,H2GA02031,26194.0,400030,26817.0,,,29339.0,Sanford Bishop,Mobile,Ala,Central High School,Mobile,Ala.,0
Black,Diane,1/16/1951,F,rep,TN,6.0,,Republican,https://black.house.gov,1131 Longworth House Office Building; Washington DC 20515-4206,202-225-4231,,http://black.house.gov/rss.xml,RepDianeBlack,DianeBlackTN06,RepDianeBlack,UCREZGYWeFh6-gfodmoWVUFg,B001273,2063.0,N00031539,,H0TN06257,9268964.0,412478,25292.0,,,21180.0,Diane Black,Baltimore,Md,Andover High School,Linthicum Heights,Md.,0
Blackburn,Marsha,6/6/1952,F,rep,TN,7.0,,Republican,https://blackburn.house.gov,2266 Rayburn House Office Building; Washington DC 20515-4207,202-225-2811,,http://blackburn.house.gov/news/rss.aspx,MarshaBlackburn,marshablackburn,RepMarshaBlackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,B001243,1748.0,N00003105,,H2TN06030,31226.0,400032,25186.0,Marsha Blackburn,,20351.0,Marsha Blackburn,Laurel,Miss,Northeast Jones High School,Laurel,Miss.,0
Blumenauer,Earl,8/16/1948,M,rep,OR,3.0,,Democrat,https://blumenauer.house.gov,1111 Longworth House Office Building; Washington DC 20515-3703,202-225-4811,,http://blumenauer.house.gov/index.php?format=feed&amp;type=rss,BlumenauerMedia,,RepBlumenauer,UCuziVoKuGn7feNA5VrpxsBQ,B000574,99.0,N00007727,,H6OR03064,43809.0,400033,367.0,Earl Blumenauer,,29588.0,Earl Blumenauer,Portland,Oreg,Centennial High School,Portland,Oreg.,0
Blumenthal,Richard,2/13/1946,M,sen,CT,,3.0,Democrat,https://www.blumenthal.senate.gov,706 Hart Senate Office Building Washington DC 20510,202-224-2823,https://www.blumenthal.senate.gov/contact/,http://www.blumenthal.senate.gov/rss/feeds/?type=all,SenBlumenthal,SenBlumenthal,SenatorBlumenthal,UCHH-fn3_LVt0Q4od56rOi5g,B001277,2076.0,N00031685,S341,S0CT00177,21799.0,412490,1568.0,Richard Blumenthal,,41101.0,Richard Blumenthal,Brooklyn,N.Y,,,,0
Blunt,Roy,1/10/1950,M,sen,MO,,3.0,Republican,https://www.blunt.senate.gov/public,260 Russell Senate Office Building Washington DC 20510,202-224-5721,https://www.blunt.senate.gov/public/index.cfm/contact-roy,http://www.blunt.senate.gov/public/?a=rss.feed,RoyBlunt,SenatorBlunt,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,B000575,1464.0,N00005195,S342,"H6MO07128,S0MO00183",45465.0,400034,418.0,Roy Blunt,,29735.0,Roy Blunt,Niangua,Mo,,,,0
Boozman,John,12/10/1950,M,sen,AR,,3.0,Republican,https://www.boozman.senate.gov/public,141 Hart Senate Office Building Washington DC 20510,202-224-4843,https://www.boozman.senate.gov/public/index.cfm/contact,http://www.boozman.senate.gov/public/index.cfm/rss/feed,JohnBoozman,JohnBoozman,BoozmanPressOffice,UC9vWHKL5OfIYh6kIV0rF2yw,B001236,1687.0,N00013873,S343,"H2AR03176,S0AR00150",92069.0,400040,27958.0,John Boozman,,20101.0,John Boozman,Shreveport,La,Northside High School,Fort Smith,Ark.,0
Bordallo,Madeleine,5/31/1933,F,rep,GU,0.0,,Democrat,https://bordallo.house.gov,2441 Rayburn House Office Building; Washington DC 20515-5301,202-225-1188,,http://bordallo.house.gov/rss.xml,,madeleine.bordallo,RepMadeleineBordallo,UCmHdfm0Nyslc8LOoq3KIATg,B001245,1723.0,N00024866,,H2GU00033,1003568.0,400041,1751.0,,,,Madeleine Bordallo,Graceville,Minn,George Washington High School,Mangilao,Guam,0
Brady,Kevin,4/11/1955,M,rep,TX,8.0,,Republican,https://kevinbrady.house.gov,1011 Longworth House Office Building; Washington DC 20515-4308,202-225-4901,,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,RepKevinBrady,kevinbrady,KBrady8,UC6Ng0uMQEBVgXO_HF0NbfXA,B000755,1468.0,N00005883,,H6TX08100,45749.0,400046,361.0,,,29760.0,Kevin Brady,Vermillion,S. Dak,Rapid City Central High School,Rapid City,S. Dak,0
