id,year,fips
A000055,1985,1073.0
A000055,1986,1073.0
A000055,1987,1073.0
A000055,1988,1073.0
A000055,1989,1073.0
A000055,1990,1133.0
A000055,1990.0,1073.0
A000055,1991,1133.0
A000055,1992,1133.0
A000055,1993,1133.0
A000055,1994,1133.0
A000055,1995.0,1133.0
A000069,1924,15003
A000069,1925,15003
A000069,1926,15003
A000069,1927,15003
A000069,1928,15003
A000069,1929,15003
A000069,1930,15003
A000069,1931,15003
A000069,1932,15003
A000069,1933,15003
A000069,1934,15003
A000069,1935,15003
A000069,1936,15003
A000069,1937,15003
A000069,1938,15003
A000069,1939,15003
A000069,1940,15003
A000069,1941,15003
A000069,1942.0,15003
A000069,1952,15003
A000069,1953.0,15003
A000069,2013,15003
A000069,2014,15003
A000069,2015,15003
A000069,2016,15003
A000069,2017,15003
A000069,2018.0,15003
A000109,1943,8069.0
A000109,1944,8069.0
A000109,1945,8069.0
A000109,1946,8069.0
A000109,1947,8069.0
A000109,1948,8069.0
A000109,1949,8069.0
A000109,1950,8069.0
A000109,1951,8069.0
A000109,1952,8069.0
A000109,1953,8069.0
A000109,1954,8069.0
A000109,1955,8069.0
A000109,1956,8069.0
A000109,1957,8069.0
A000109,1958,8069.0
A000109,1959,8069.0
A000109,1960,8069.0
A000109,1961,8069.0
A000109,1962,8069.0
A000109,1963,8069.0
A000109,1964,8069.0
A000109,1965,8069.0
A000109,1966,8069.0
A000109,1967,8069.0
A000109,1968,8069.0
A000109,1969,8069.0
A000109,1970,8069.0
A000109,1971,8069.0
A000109,1972,8069.0
A000109,1973,8069.0
A000109,1974,8069.0
A000109,1975,8069.0
A000109,1976,8069.0
A000109,1977,8069.0
A000109,1978,8069.0
A000109,1979,8069.0
A000109,1980,8069.0
A000109,1981,8069.0
A000109,1982.0,8069.0
A000121,1952,6037.0
A000121,1953,6037.0
A000121,1954,6037.0
A000121,1955,6037.0
A000121,1956,6037.0
A000121,1957,6037.0
A000121,1958,6037.0
A000121,1959,6037.0
A000121,1960,6037.0
A000121,1961,6037.0
A000121,1962,6037.0
A000121,1963,6037.0
A000121,1964,6037.0
A000121,1965,6037.0
A000121,1966,6037.0
A000121,1967,6037.0
A000121,1968,6037.0
A000121,1969,6037.0
A000121,1970,51003.0
A000121,1970.0,6037.0
A000121,1971,51003.0
A000121,1972,51003.0
A000121,1973,51003.0
A000121,1974,51003.0
A000121,1975,51003.0
A000121,1976,51003.0
A000121,1977,51003.0
A000121,1978.0,51003.0
A000148,1988,25025.0
A000148,1989,25025.0
A000148,1990,25025.0
A000148,1991,25025.0
A000148,1992,25025.0
A000148,1993,25025.0
A000148,1994,25025.0
A000148,1995,25025.0
A000148,1996,25025.0
A000148,1997,25025.0
A000148,1998,25025.0
A000148,1999,25025.0
A000148,2000,25025.0
A000148,2001,25025.0
A000148,2002,25017.0
A000148,2002.0,25025.0
A000148,2003,25017.0
A000148,2004,25017.0
A000148,2005,25017.0
A000148,2006,25017.0
A000148,2007,25017.0
A000148,2008,25017.0
A000148,2009,25017.0
A000148,2010.0,25017.0
A000148,2016,25017.0
A000148,2017,25017.0
A000148,2018,25017.0
A000148,2019,25017.0
A000148,2020.0,25017.0
A000210,1957,34007.0
A000210,1958,34007.0
A000210,1959,34007.0
A000210,1960,34007.0
A000210,1961,34007.0
A000210,1962,34007.0
A000210,1963,34007.0
A000210,1964,34007.0
A000210,1965,34007.0
A000210,1966,34007.0
A000210,1967,34007.0
A000210,1968,34007.0
A000210,1969,34007.0
A000210,1970,34007.0
A000210,1971,34007.0
A000210,1972,34007.0
A000210,1973,34007.0
A000210,1974,34007.0
A000210,1975,42119.0
A000210,1975.0,34007.0
A000210,1976,42119.0
A000210,1977,42119.0
A000210,1978,42119.0
A000210,1979,36109.0
A000210,1979.0,42119.0
A000210,1980,36109.0
A000210,1981,36109.0
A000210,1982.0,36109.0
A000210,1986,34007.0
A000210,1987,34007.0
A000210,1988,34007.0
A000210,1989,34007.0
A000210,1990.0,34007.0
A000357,1945,23005.0
A000357,1946,23005.0
A000357,1947,23005.0
A000357,1948,23005.0
A000357,1949,23005.0
A000357,1950,23005.0
A000357,1951,23005.0
A000357,1952,23005.0
A000357,1953,23005.0
A000357,1954,23005.0
A000357,1955,23005.0
A000357,1956,23005.0
A000357,1957,23005.0
A000357,1958,23005.0
A000357,1959,23005.0
A000357,1960,23005.0
A000357,1961,23005.0
A000357,1962,23005.0
A000357,1963,23005.0
A000357,1964,23005.0
A000357,1965,23005.0
A000357,1966,23005.0
A000357,1967.0,23005.0
A000357,1970,25017.0
A000357,1971,25017.0
A000357,1972,25017.0
A000357,1973,25017.0
A000357,1974.0,25017.0
A000358,1947,36061.0
A000358,1948,36061.0
A000358,1949,36061.0
A000358,1950,36061.0
A000358,1951,36061.0
A000358,1952,36061.0
A000358,1953,36061.0
A000358,1954,36061.0
A000358,1955,36061.0
A000358,1956,36061.0
A000358,1957,36061.0
A000358,1958,36061.0
A000358,1959,36061.0
A000358,1960,36061.0
A000358,1961,36061.0
A000358,1962,36061.0
A000358,1963,36061.0
A000358,1964,36061.0
A000358,1965,36061.0
A000358,1966,36061.0
A000358,1967,25027.0
A000358,1967.0,36061.0
A000358,1968,25027.0
A000358,1969,25027.0
A000358,1970,25027.0
A000358,1971.0,25027.0
A000358,1980,29510.0
A000358,1981,29510.0
A000358,1982,29510.0
A000358,1983,29510.0
A000358,1984.0,29510.0
A000358,2013,29189.0
A000358,2014,29189.0
A000358,2015,29189.0
A000358,2016,29189.0
A000358,2017,29189.0
A000358,2018,29189.0
A000358,2019,29189.0
A000358,2020,29189.0
A000358,2021.0,29189.0
A000360,1940,47009.0
A000360,1941,47009.0
A000360,1942,47009.0
A000360,1943,47009.0
A000360,1944,47009.0
A000360,1945,47009.0
A000360,1946,47009.0
A000360,1947,47009.0
A000360,1948,47009.0
A000360,1949,47009.0
A000360,1950,47009.0
A000360,1951,47009.0
A000360,1952,47009.0
A000360,1953,47009.0
A000360,1954,47009.0
A000360,1955,47009.0
A000360,1956,47009.0
A000360,1957,47009.0
A000360,1958,47037.0
A000360,1958.0,47009.0
A000360,1959,47037.0
A000360,1960,47037.0
A000360,1961,47037.0
A000360,1962,36061.0
A000360,1962.0,47037.0
A000360,1963,36061.0
A000360,1964,36061.0
A000360,1965.0,36061.0
A000361,1946,22049.0
A000361,1947,22049.0
A000361,1948,22049.0
A000361,1949,22049.0
A000361,1950,22049.0
A000361,1951,22049.0
A000361,1952,22049.0
A000361,1953,22049.0
A000361,1954,22049.0
A000361,1955,22049.0
A000361,1956,22049.0
A000361,1957,22049.0
A000361,1958,22049.0
A000361,1959,22049.0
A000361,1960,22049.0
A000361,1961,22049.0
A000361,1962,22049.0
A000361,1963,22049.0
A000361,1964,22073.0
A000361,1964.0,22049.0
A000361,1965,22073.0
A000361,1966,22073.0
A000361,1967,22073.0
A000361,1968.0,22073.0
A000362,1968,42005.0
A000362,1969,42005.0
A000362,1970,42005.0
A000362,1971,42005.0
A000362,1972,42005.0
A000362,1973,42005.0
A000362,1974,42005.0
A000362,1975,42005.0
A000362,1976,42005.0
A000362,1977,42005.0
A000362,1978,42005.0
A000362,1979,42005.0
A000362,1980,42005.0
A000362,1981,42005.0
A000362,1982,42005.0
A000362,1983,42005.0
A000362,1984,42005.0
A000362,1985,42005.0
A000362,1986,12073.0
A000362,1986.0,42005.0
A000362,1987,12073.0
A000362,1988,12073.0
A000362,1989,12073.0
A000362,1990,11001.0
A000362,1990.0,12073.0
A000362,1991,11001.0
A000362,1992,11001.0
A000362,1993,11001.0
A000362,1994,11001.0
A000362,1995,11001.0
A000362,1996,11001.0
A000362,1997,11001.0
A000362,1998,12001.0
A000362,1998.0,11001.0
A000362,1999,12001.0
A000362,2000,12001.0
A000362,2001,12001.0
A000362,2002,12001.0
A000362,2003,12001.0
A000362,2004,12001.0
A000362,2005,12001.0
A000362,2006,12001.0
A000362,2007,12001.0
A000362,2008,12001.0
A000362,2009,12001.0
A000362,2010,12001.0
A000362,2011,12001.0
A000362,2012,12001.0
A000362,2013,12001.0
A000362,2014,12001.0
A000362,2015,12001.0
A000362,2016,12001.0
A000362,2017,12001.0
A000362,2018,12001.0
A000362,2019,12001.0
A000362,2020.0,12001.0
A000363,1959,36065.0
A000363,1960,36065.0
A000363,1961,36065.0
A000363,1962,36065.0
A000363,1963,36065.0
A000363,1964,36065.0
A000363,1965,36065.0
A000363,1966,36065.0
A000363,1967,36065.0
A000363,1968,36065.0
A000363,1969,36065.0
A000363,1970,36065.0
A000363,1971,36065.0
A000363,1972,36065.0
A000363,1973,36065.0
A000363,1974,36065.0
A000363,1975,36065.0
A000363,1976,36065.0
A000363,1977,36001.0
A000363,1977.0,36065.0
A000363,1978,36001.0
A000363,1979,36001.0
A000363,1980,36001.0
A000363,1981,36061.0
A000363,1981.0,36001.0
A000363,1982,36061.0
A000363,1983,36061.0
A000363,1984.0,36061.0
A000363,1994,36065.0
A000363,1995,36065.0
A000363,1996,36065.0
A000363,1997,36065.0
A000363,1998,36065.0
A000363,1999,36065.0
A000363,2000,36065.0
A000363,2001,36065.0
A000363,2002,36065.0
A000363,2003,36065.0
A000363,2004,36065.0
A000363,2005,36065.0
A000363,2006.0,36065.0
A000364,1959,42101
A000364,1960,42101
A000364,1961,42101
A000364,1962,42101
A000364,1963,42101
A000364,1964,42101
A000364,1965,42101
A000364,1966,42101
A000364,1967,42101
A000364,1968,42101
A000364,1969,42101
A000364,1970,42101
A000364,1971,42101
A000364,1972,42101
A000364,1973,42101
A000364,1974,42101
A000364,1975,42101
A000364,1976,42101
A000364,1977,25017.0
A000364,1977.0,42101
A000364,1978,25017.0
A000364,1979,25017.0
A000364,1980,25017.0
A000364,1981,25017.0
A000364,1982,25017.0
A000364,1983,25017.0
A000364,1984.0,25017.0
A000364,1987,34007.0
A000364,1988,34007.0
A000364,1989,34007.0
A000364,1990,34007.0
A000364,1991.0,34007.0
A000364,2011,42101.0
A000365,1958,39061.0
A000365,1959,39061.0
A000365,1960,39061.0
A000365,1961,39061.0
A000365,1962,39061.0
A000365,1963,39061.0
A000365,1964,39061.0
A000365,1965,39061.0
A000365,1966,39061.0
A000365,1967,39061.0
A000365,1968,39061.0
A000365,1969,39061.0
A000365,1970,39061.0
A000365,1971,39061.0
A000365,1972,39061.0
A000365,1973,39113.0
A000365,1973.0,39061.0
A000365,1974,39113.0
A000365,1975,39113.0
A000365,1976,39113.0
A000365,1977,55079.0
A000365,1977.0,39113.0
A000365,1978,55079.0
A000365,1979,55079.0
A000365,1980,55079.0
A000365,1981,55079.0
A000365,1982.0,55079.0
A000366,1956,26163.0
A000366,1957,26163.0
A000366,1958,26163.0
A000366,1959,26163.0
A000366,1960,26163.0
A000366,1961,26163.0
A000366,1962,26163.0
A000366,1963,26163.0
A000366,1964,26163.0
A000366,1965,26163.0
A000366,1966,26163.0
A000366,1967,26163.0
A000366,1968,26163.0
A000366,1969,26163.0
A000366,1970,26163.0
A000366,1971,26163.0
A000366,1972,26163.0
A000366,1973,26163.0
A000366,1974.0,26163.0
A000366,1985,12095.0
A000366,1986,12095.0
A000366,1987,12095.0
A000366,1988,12095.0
A000366,1989,12095.0
A000366,1990,12095.0
A000366,1991,12095.0
A000366,1992,12095.0
A000366,1993,12095.0
A000366,1994,12095.0
A000366,1995,12095.0
A000366,1996,12095.0
A000366,1997,12095.0
A000366,1998,12095.0
A000366,1999,12095.0
A000366,2000,12095.0
A000366,2001,12095.0
A000366,2002.0,12095.0
A000367,1980,26081.0
A000367,1981,26081.0
A000367,1982,26081.0
A000367,1983,26081.0
A000367,1984,26081.0
A000367,1985,26081.0
A000367,1986,26081.0
A000367,1987,26081.0
A000367,1988,26081.0
A000367,1989,26081.0
A000367,1990,26081.0
A000367,1991,26081.0
A000367,1992,26081.0
A000367,1993,26081.0
A000367,1994,26081.0
A000367,1995,26081.0
A000367,1996,26081.0
A000367,1997,26081.0
A000367,1998,26161.0
A000367,1998.0,26081.0
A000367,1999,26161.0
A000367,2000,26161.0
A000367,2001,26161.0
A000367,2002,26161.0
A000367,2003,26161.0
A000367,2004,26161.0
A000367,2005.0,26161.0
A000368,1968,33011.0
A000368,1969,33011.0
A000368,1970,33011.0
A000368,1971,33011.0
A000368,1972,33011.0
A000368,1973,33011.0
A000368,1974,33011.0
A000368,1975,33011.0
A000368,1976,33011.0
A000368,1977,33011.0
A000368,1978,33011.0
A000368,1979,33011.0
A000368,1980,33011.0
A000368,1981,33011.0
A000368,1982,33011.0
A000368,1983,33011.0
A000368,1984,33011.0
A000368,1985,33011.0
A000368,1986,42027.0
A000368,1986.0,33011.0
A000368,1987,42027.0
A000368,1988,42027.0
A000368,1989,42027.0
A000368,1990,42045.0
A000368,1990.0,42027.0
A000368,1991,42045.0
A000368,1992,42045.0
A000368,1993.0,42045.0
A000369,1972,32510.0
A000369,1973,32510.0
A000369,1974,32510.0
A000369,1975,32510.0
A000369,1976,32031.0
A000369,1976.0,32510.0
A000369,1977,32031.0
A000369,1978,32031.0
A000369,1979,32031.0
A000369,1980,6067.0
A000369,1980.0,32031.0
A000369,1981,6067.0
A000369,1982,6067.0
A000369,1983.0,6067.0
A000370,1946,37081.0
A000370,1947,37081.0
A000370,1948,37081.0
A000370,1949,37081.0
A000370,1950,37081.0
A000370,1951,37081.0
A000370,1952,37081.0
A000370,1953,37081.0
A000370,1954,37081.0
A000370,1955,37081.0
A000370,1956,37081.0
A000370,1957,37081.0
A000370,1958,37081.0
A000370,1959,37081.0
A000370,1960,34013.0
A000370,1960.0,37081.0
A000370,1961,34013.0
A000370,1962,34013.0
A000370,1963,34013.0
A000370,1964,37081.0
A000370,1964.0,34013.0
A000370,1965,37081.0
A000370,1966,37081.0
A000370,1967,37081.0
A000370,1968,37081.0
A000370,1969,37081.0
A000370,1970,37081.0
A000370,1971,37081.0
A000370,1972,39049.0
A000370,1972.0,37081.0
A000370,1973,39049.0
A000370,1974,39049.0
A000370,1975,39049.0
A000370,1976,39049.0
A000370,1977,39049.0
A000370,1978,39049.0
A000370,1979,39049.0
A000370,1980,39049.0
A000370,1981,37081.0
A000370,1981.0,39049.0
A000370,1982,37081.0
A000370,1983,37081.0
A000370,1984,37081.0
A000370,1985,37081.0
A000370,1986,37081.0
A000370,1987,37081.0
A000370,1988,37081.0
A000370,1989,37081.0
A000370,1990,37081.0
A000370,1991,37081.0
A000370,1992,37081.0
A000370,1993,37081.0
A000370,1994,37081.0
A000370,1995,37081.0
A000370,1996,37081.0
A000370,1997,37081.0
A000370,1998,37081.0
A000370,1999,37081.0
A000370,2000,37081.0
A000370,2001,37081.0
A000370,2002,37081.0
A000370,2003,37081.0
A000370,2004,37081.0
A000370,2005,37081.0
A000370,2006,37081.0
A000370,2007,37081.0
A000370,2008,37081.0
A000370,2009,37081.0
A000370,2010,37081.0
A000370,2011,37081.0
A000370,2012.0,37081.0
A000371,1979,6071.0
A000371,1980,6071.0
A000371,1981,6071.0
A000371,1982,6071.0
A000371,1983,6071.0
A000371,1984,6071.0
A000371,1985,6071.0
A000371,1986,6071.0
A000371,1987,6071.0
A000371,1988,6071.0
A000371,1989,6071.0
A000371,1990,6071.0
A000371,1991,6071.0
A000371,1992,6071.0
A000371,1993,6071.0
A000371,1994,6071.0
A000371,1995,6071.0
A000371,1996,6071.0
A000371,1997,6071.0
A000371,1998,6071.0
A000371,1999,6071.0
A000371,2000,6071.0
A000371,2001.0,6071.0
A000372,1951,13245.0
A000372,1952,13245.0
A000372,1953,13245.0
A000372,1954,13245.0
A000372,1955,13245.0
A000372,1956,13245.0
A000372,1957,13245.0
A000372,1958,13245.0
A000372,1959,13245.0
A000372,1960,13245.0
A000372,1961,13245.0
A000372,1962,13245.0
A000372,1963,13245.0
A000372,1964,13245.0
A000372,1965,13073.0
A000372,1965.0,13245.0
A000372,1966,13073.0
A000372,1967,13073.0
A000372,1968,13073.0
A000372,1969,1081.0
A000372,1969.0,13073.0
A000372,1970,1081.0
A000372,1971,1081.0
A000372,1972,1081.0
A000372,1973.0,1081.0
A000373,1949,31055.0
A000373,1950,31055.0
A000373,1951,31055.0
A000373,1952,31055.0
A000373,1953,31055.0
A000373,1954,31055.0
A000373,1955,31055.0
A000373,1956,31055.0
A000373,1957,31055.0
A000373,1958,31055.0
A000373,1959,31055.0
A000373,1960,31055.0
A000373,1961,31055.0
A000373,1962,31055.0
A000373,1963,31055.0
A000373,1964,31055.0
A000373,1965,31055.0
A000373,1966,31055.0
A000373,1967.0,31055.0
A000373,1971,31055.0
A000373,1972,31055.0
A000373,1973,31055.0
A000373,1974.0,31055.0
A000373,1998,31055.0
A000373,1999,31055.0
A000373,2000,31055.0
A000373,2001,31055.0
A000373,2002,31055.0
A000373,2003.0,31055.0
A000373,2022,31055.0
A000374,1954,22083.0
A000374,1955,22083.0
A000374,1956,22083.0
A000374,1957,22083.0
A000374,1958,22083.0
A000374,1959,22083.0
A000374,1960,22083.0
A000374,1961,22083.0
A000374,1962,22083.0
A000374,1963,22083.0
A000374,1964,22083.0
A000374,1965,22083.0
A000374,1966,22083.0
A000374,1967,22083.0
A000374,1968,22083.0
A000374,1969,22083.0
A000374,1970,22083.0
A000374,1971,22083.0
A000374,1972,22033.0
A000374,1972.0,22083.0
A000374,1973,22033.0
A000374,1974,22033.0
A000374,1975,22033.0
A000374,1976,22033.0
A000374,1977,22033.0
A000374,1978,22033.0
A000374,1979,22033.0
A000374,1980,22033.0
A000374,1981,22033.0
A000374,1982,22033.0
A000374,1983,22033.0
A000374,1984,22033.0
A000374,1985,22033.0
A000374,1986.0,22033.0
A000374,1989,22071.0
A000374,1990,22071.0
A000374,1991,22071.0
A000374,1992,22071.0
A000374,1993,22071.0
A000374,1994.0,22071.0
A000375,1972,48189.0
A000375,1973,48189.0
A000375,1974,48189.0
A000375,1975,48189.0
A000375,1976,48189.0
A000375,1977,48189.0
A000375,1978,48189.0
A000375,1979,48189.0
A000375,1980,48189.0
A000375,1981,48189.0
A000375,1982,48189.0
A000375,1983,48189.0
A000375,1984,48189.0
A000375,1985,48189.0
A000375,1986,48189.0
A000375,1987,48189.0
A000375,1988,48189.0
A000375,1989,48189.0
A000375,1990,48303.0
A000375,1990.0,48189.0
A000375,1991,48303.0
A000375,1992,48303.0
A000375,1993,48303.0
A000375,1994,48303.0
A000375,1995,48303.0
A000375,1996,48303.0
A000375,1997.0,48303.0
A000375,2007,48303.0
A000375,2008,48303.0
A000375,2009,48303.0
A000375,2010,48303.0
A000375,2011,48303.0
A000375,2012,48303.0
A000375,2013,48303.0
A000375,2014.0,48303.0
A000376,1983,48113.0
A000376,1984,48113.0
A000376,1985,48113.0
A000376,1986,48113.0
A000376,1987,48113.0
A000376,1988,48113.0
A000376,1989,48113.0
A000376,1990,48113.0
A000376,1991,48113.0
A000376,1992,48113.0
A000376,1993,48113.0
A000376,1994,48113.0
A000376,1995,48113.0
A000376,1996,48113.0
A000376,1997,48113.0
A000376,1998,48113.0
A000376,1999,48113.0
A000376,2000,48113.0
A000376,2001,48309.0
A000376,2001.0,48113.0
A000376,2002,48309.0
A000376,2003,48309.0
A000376,2004,48309.0
A000376,2005.0,48309.0
A000376,2010,6001.0
A000376,2011,6001.0
A000376,2012,6001.0
A000376,2013,6001.0
A000376,2014.0,6001.0
A000377,1976,38089.0
A000377,1977,38089.0
A000377,1978,38089.0
A000377,1979,38089.0
A000377,1980,38089.0
A000377,1981,38089.0
A000377,1982,38089.0
A000377,1983,38089.0
A000377,1984,38089.0
A000377,1985,38089.0
A000377,1986,38089.0
A000377,1987,38089.0
A000377,1988,38089.0
A000377,1989,38089.0
A000377,1990,38089.0
A000377,1991,38089.0
A000377,1992,38089.0
A000377,1993,38089.0
A000377,1994,38089.0
A000377,1995,38035.0
A000377,1995.0,38089.0
A000377,1996,38035.0
A000377,1997,38035.0
A000377,1998,38035.0
A000377,1999,38035.0
A000377,2000,38035.0
A000377,2001,38035.0
A000377,2002,38035.0
A000377,2003.0,38035.0
A000378,1965,26081.0
A000378,1966,26081.0
A000378,1967,26081.0
A000378,1968,26081.0
A000378,1969,26081.0
A000378,1970,26081.0
A000378,1971,26081.0
A000378,1972,26081.0
A000378,1973,26081.0
A000378,1974,26081.0
A000378,1975,26081.0
A000378,1976,26081.0
A000378,1977,26081.0
A000378,1978,26081.0
A000378,1979,19153.0
A000378,1979.0,26081.0
A000378,1980,19153.0
A000378,1981,19153.0
A000378,1982,19153.0
A000378,1983,19103.0
A000378,1983.0,19153.0
A000378,1984,19103.0
A000378,1985,19103.0
A000378,1986,19103.0
A000378,1987.0,19103.0
A000378,2000,17031.0
A000378,2001,17031.0
A000378,2002.0,17031.0
A000379,1963,48201.0
A000379,1964,48201.0
A000379,1965,48201.0
A000379,1966,48201.0
A000379,1967,48201.0
A000379,1968,48201.0
A000379,1969,48201.0
A000379,1970,48201.0
A000379,1971,48201.0
A000379,1972,48201.0
A000379,1973,48201.0
A000379,1974,48201.0
A000379,1975,48201.0
A000379,1976,48201.0
A000379,1977,48201.0
A000379,1978,48201.0
A000379,1979,48201.0
A000379,1980,48201.0
A000379,1981,48201.0
A000379,1982,48201.0
A000379,1983,48201.0
A000379,1984,48209.0
A000379,1984.0,48201.0
A000379,1985,48209.0
A000379,1986,48453.0
A000379,1986.0,48209.0
A000379,1987,48453.0
A000379,1988.0,48453.0
B000013,1947,1073.0
B000013,1948,1073.0
B000013,1949,1073.0
B000013,1950,1073.0
B000013,1951,1073.0
B000013,1952,1073.0
B000013,1953,1073.0
B000013,1954,1073.0
B000013,1955,1073.0
B000013,1956,1073.0
B000013,1957,1073.0
B000013,1958,1073.0
B000013,1959,1073.0
B000013,1960,1073.0
B000013,1961,1073.0
B000013,1962,1073.0
B000013,1963,1073.0
B000013,1964,1073.0
B000013,1965,1081.0
B000013,1965.0,1073.0
B000013,1966,1081.0
B000013,1967,1081.0
B000013,1968,1081.0
B000013,1969,1125.0
B000013,1969.0,1081.0
B000013,1970,1125.0
B000013,1971,1125.0
B000013,1972.0,1125.0
B000072,1948,22071.0
B000072,1949,22071.0
B000072,1950,22071.0
B000072,1951,22071.0
B000072,1952,22071.0
B000072,1953,22071.0
B000072,1954,22071.0
B000072,1955,22071.0
B000072,1956,22071.0
B000072,1957,22071.0
B000072,1958,22071.0
B000072,1959,22071.0
B000072,1960,22071.0
B000072,1961,22071.0
B000072,1962,22071.0
B000072,1963,22071.0
B000072,1964,22071.0
B000072,1965,22071.0
B000072,1966,22033.0
B000072,1966.0,22071.0
B000072,1967,22033.0
B000072,1968,22033.0
B000072,1969,22033.0
B000072,1970,22033.0
B000072,1971.0,22033.0
B000208,1926,21111.0
B000208,1927,21111.0
B000208,1928,21111.0
B000208,1929,21111.0
B000208,1930,21111.0
B000208,1931,21111.0
B000208,1932,21111.0
B000208,1933,21111.0
B000208,1934,21111.0
B000208,1935,21111.0
B000208,1936,21111.0
B000208,1937,21111.0
B000208,1938,21111.0
B000208,1939,21111.0
B000208,1940,21111.0
B000208,1941,21111.0
B000208,1942,21111.0
B000208,1943,24031.0
B000208,1943.0,21111.0
B000208,1944,24031.0
B000208,1945,24031.0
B000208,1946,24031.0
B000208,1947,24033.0
B000208,1947.0,24031.0
B000208,1948,24033.0
B000208,1949,24033.0
B000208,1950,24033.0
B000208,1951,24033.0
B000208,1952,6071.0
B000208,1952.0,24033.0
B000208,1953,6071.0
B000208,1954,11001.0
B000208,1954.0,6071.0
B000208,1955,11001.0
B000208,1956.0,11001.0
B000213,1949,48309.0
B000213,1950,48309.0
B000213,1951,48309.0
B000213,1952,48309.0
B000213,1953,48309.0
B000213,1954,48309.0
B000213,1955,48309.0
B000213,1956,48309.0
B000213,1957,48309.0
B000213,1958,48309.0
B000213,1959,48309.0
B000213,1960,48309.0
B000213,1961,48309.0
B000213,1962,48309.0
B000213,1963,48309.0
B000213,1964,48309.0
B000213,1965,48309.0
B000213,1966,48309.0
B000213,1967,48309.0
B000213,1968,48041.0
B000213,1968.0,48309.0
B000213,1969,48041.0
B000213,1970,48041.0
B000213,1971,48041.0
B000213,1972,18157.0
B000213,1972.0,48041.0
B000213,1973.0,18157.0
B000220,1952,25025.0
B000220,1953,25025.0
B000220,1954,25025.0
B000220,1955,25025.0
B000220,1956,25025.0
B000220,1957,25025.0
B000220,1958,25025.0
B000220,1959,25025.0
B000220,1960,25025.0
B000220,1961,25025.0
B000220,1962,25025.0
B000220,1963,25025.0
B000220,1964,25025.0
B000220,1965,25025.0
B000220,1966,33009.0
B000220,1966.0,25025.0
B000220,1967,33009.0
B000220,1968,33009.0
B000220,1969,33009.0
B000220,1970,33009.0
B000220,1971,33009.0
B000220,1972,33009.0
B000220,1973,33009.0
B000220,1974.0,33009.0
B000243,1941,30049.0
B000243,1942,30049.0
B000243,1943,30049.0
B000243,1944,30049.0
B000243,1945,30049.0
B000243,1946,30049.0
B000243,1947,30049.0
B000243,1948,30049.0
B000243,1949,30049.0
B000243,1950,30049.0
B000243,1951,30049.0
B000243,1952,30049.0
B000243,1953,30049.0
B000243,1954,30049.0
B000243,1955,30049.0
B000243,1956,30049.0
B000243,1957,30049.0
B000243,1958,30049.0
B000243,1959,27131.0
B000243,1959.0,30049.0
B000243,1960,6085.0
B000243,1960.0,27131.0
B000243,1961,6085.0
B000243,1962,6085.0
B000243,1963,6085.0
B000243,1964,6085.0
B000243,1965,6085.0
B000243,1966,6085.0
B000243,1967.0,6085.0
B000243,1969,11001.0
B000243,1970,11001.0
B000243,1971,11001.0
B000243,1972,11001.0
B000243,1973,30063.0
B000243,1973.0,11001.0
B000243,1974.0,30063.0
B000287,1958,6067.0
B000287,1959,6067.0
B000287,1960,6067.0
B000287,1961,6067.0
